tax	NTC1-CTRL	NWR-003-S1	NWR-032-S2	NWR-036-S3	NWR-089-S4	NWR-102-S5	NWR-103-S6	NWR-107-S7	NWR-108-S8	NWR-114-S9	NWR-115-S10	NWR-116-S11	NWR-117-S12	NWR-118-S13	NWR-119-S14	NWR-121-S23	NWR-122-S21	NWR-126-S17	NWR-127-S19	NWR-130-S18	NWR-151-S20	NWR-153-S22	NWR-154-S16	NWR-156-S15	total
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Ignatzschineria;Ignatzschineria ureiclastica	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	292
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium chrysemydis	0	0	291	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcidiopsidales;Sinocapsaceae;Sinocapsa;Sinocapsa zengkensis	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	282
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera;Kluyvera cryocrescens	0	251	0	0	0	0	0	2	0	1	0	3	0	0	0	4	0	3	0	0	13	0	0	1	278
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Wohlfahrtiimonas;Wohlfahrtiimonas populi	0	0	0	0	0	0	0	271	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	273
Bacteria;Bacteria_none;Deferribacteres;Deferribacteres;Deferribacterales;Mucispirillaceae;Mucispirillum;Mucispirillum schaedleri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	267	0	0	0	268
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella massiliensis	1	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	208	4	41	0	0	0	264
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;Vagococcus fessus	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter quasihormaechei	0	5	0	0	0	0	196	0	0	45	0	0	0	0	0	0	0	2	0	1	1	0	0	9	259
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea anthophila	0	0	0	0	0	0	2	0	0	5	0	136	1	14	0	0	0	52	0	9	10	0	0	27	256
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Neglectibacter;Neglectibacter timonensis	1	0	0	0	33	0	0	0	6	153	0	0	0	1	0	0	0	0	0	55	0	0	0	0	249
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus avium	0	0	3	0	0	0	0	2	1	0	63	0	0	88	2	40	0	8	2	38	0	0	0	0	247
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria salicis	0	0	0	0	0	0	0	14	0	0	62	0	0	0	1	0	0	126	5	24	0	0	0	12	244
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Kineothrix;Kineothrix alysoides	0	0	0	0	100	0	0	0	10	38	0	0	0	0	0	0	0	2	0	89	0	0	0	0	239
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Gemmiger;Gemmiger gallinarum	0	0	0	0	53	0	0	0	3	0	0	0	8	3	0	1	0	0	121	0	49	0	0	0	238
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Mammaliicoccus;Mammaliicoccus sciuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	2	0	0	0	0	0	236
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia amylovora	0	0	0	0	27	0	0	9	0	0	0	0	0	0	0	0	0	52	0	100	43	0	0	1	232
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter huaxiensis	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	223	231
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Serratia;Serratia nematodiphila	0	1	0	0	15	0	15	0	0	18	1	3	0	2	0	3	0	10	0	3	0	0	0	158	229
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea;Syntrophotalea carbinolica	0	0	0	0	173	0	0	0	0	0	0	0	33	0	0	0	0	0	1	18	4	0	0	0	229
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter cerevisiae	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	148	227
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella minuta	0	0	0	0	49	0	1	2	0	72	0	0	0	0	0	0	0	5	54	10	29	0	0	0	222
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Sporobacter;Sporobacter termitidis	0	0	0	0	108	0	0	0	1	1	0	0	5	3	0	1	0	0	0	99	0	0	0	0	218
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus antarcticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0	1	0	0	217
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter bugandensis	1	1	0	0	0	1	191	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	18	214
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Leclercia;Leclercia adecarboxylata	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	20	0	3	0	0	0	187	213
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Pseudoflavonifractor;Pseudoflavonifractor gallinarum	0	0	0	0	80	0	0	0	0	0	0	0	58	0	0	1	0	0	0	73	0	0	0	0	212
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Nostocales;Symphyonemataceae;Loriellopsis;Loriellopsis cavernicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	204
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum aminivorans	1	0	0	0	85	0	0	5	3	11	0	0	0	2	0	0	0	6	35	8	40	1	0	0	197
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acetobacter;Acetobacter malorum	0	0	0	0	1	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	123	197
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella cibaria	0	0	0	0	0	0	0	0	0	10	0	0	0	37	0	8	0	139	0	0	0	0	0	0	194
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Ignatzschineria;Ignatzschineria indica	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus lamae	0	2	0	0	0	0	0	0	3	1	0	23	0	4	3	2	2	26	117	1	3	0	0	0	187
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea brenneri	0	0	0	0	0	0	0	2	0	0	0	0	1	160	10	7	0	0	0	0	0	0	0	3	183
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Harryflintia;Harryflintia acetispora	0	0	0	0	69	0	0	6	2	5	0	0	0	1	0	0	0	1	31	14	50	0	0	0	179
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Gehongia;Gehongia tenuis	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	44	17	96	0	0	0	171
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Eubacterium;Eubacterium oxidoreducens	0	0	0	0	112	0	0	0	0	0	0	0	54	0	1	1	0	0	0	0	0	0	0	0	168
Bacteria;Bacteria_none;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma leucomae	0	0	0	0	0	0	3	0	0	0	0	0	104	0	39	14	0	0	0	5	0	0	0	0	165
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kosakonia;Kosakonia cowanii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	155	0	0	0	0	0	0	156
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella ancashensis	0	0	0	0	0	0	0	20	14	29	0	0	0	1	0	0	0	0	0	78	9	0	0	3	154
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Murimonas;Murimonas intestini	0	0	0	0	16	0	0	0	0	84	0	0	1	0	0	0	0	0	0	46	0	0	0	0	147
Bacteria;Bacteria_none;Tenericutes;Mollicutes;Entomoplasmatales;Spiroplasmataceae;Spiroplasma;Spiroplasma atrichopogonis	0	0	0	0	0	0	2	0	0	0	0	0	96	0	35	5	0	0	0	8	0	0	0	0	146
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora saccharolytica	0	0	0	0	66	0	0	0	2	14	0	0	0	0	0	0	0	2	1	60	0	0	0	0	145
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;Vagococcus humatus	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Hafnia;Hafnia alvei	0	0	126	0	1	0	13	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	143
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina cetonica	0	0	0	0	113	0	0	0	0	1	0	0	18	0	0	1	0	0	4	2	1	0	0	0	140
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Bruguierivoracaceae;Sodalis;Sodalis praecaptivus	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Provencibacterium;Provencibacterium massiliense	0	0	0	0	12	0	0	2	2	1	0	0	1	0	0	0	0	6	74	20	20	0	0	0	138
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter kayseriensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	135	136
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus intestinalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	133	0	0	0	0	0	0	134
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella vinsonii	0	0	0	0	0	0	0	3	89	11	0	0	1	1	0	0	0	0	0	27	0	0	0	1	133
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina;Desulfosarcina alkanivorans	2	0	0	0	54	1	0	0	0	0	0	0	2	0	0	4	0	0	5	62	1	0	0	0	131
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus gilvus	0	0	0	0	0	1	0	0	1	0	1	0	0	3	1	0	0	116	0	6	0	1	0	0	130
Bacteria;Bacteria_none;Bacteroidota;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas;Butyricimonas virosa	0	0	0	0	125	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	127
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Enterocloster;Enterocloster citroniae	0	0	0	0	70	0	0	0	2	4	0	0	0	0	0	0	0	0	0	49	0	0	0	0	125
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halotalea;Halotalea alkalilenta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	124
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Gibbsiella;Gibbsiella greigii	0	0	0	0	84	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	0	0	7	122
Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Tepidimicrobium;Tepidimicrobium ferriphilum	1	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia guangdongensis	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	119
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea conspicua	0	0	0	0	0	0	0	0	0	0	0	73	0	13	0	0	0	32	0	0	0	0	0	1	119
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter cancerogenus	0	0	0	0	0	0	7	0	0	71	0	0	0	0	0	0	0	0	0	0	1	0	0	38	117
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Propionibacteriaceae;Microlunatus;Microlunatus spumicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	1	0	117
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Chroococcidiopsidales;Chroococcidiopsidales_Incertae_sedis;Compactococcus;Compactococcus sarcinoides	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	112	0	0	0	0	1	114
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella ceti	0	0	0	0	0	0	0	0	0	3	67	0	0	0	44	0	0	0	0	0	0	0	0	0	114
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;Rickettsia slovaca	0	0	0	0	7	0	1	93	0	2	4	0	0	2	0	2	0	0	0	0	0	0	0	2	113
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Papillibacter;Papillibacter cinnamivorans	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	110
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus brunensis	0	2	0	0	1	0	0	0	0	3	0	17	2	1	3	1	1	8	62	4	3	0	0	0	108
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquaspirillum;Aquaspirillum serpens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	107
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_sedis;Gammaproteobacteria_Incertae_sedis;Wohlfahrtiimonas;Wohlfahrtiimonas larvae	0	0	0	0	0	0	0	80	0	1	0	0	0	0	0	0	0	0	1	0	25	0	0	0	107
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella intestinihominis	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	70	6	27	0	0	0	106
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter tructae	0	93	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	106
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Anaerotruncus;Anaerotruncus rubiinfantis	0	0	0	0	12	0	0	0	0	20	0	0	0	10	0	0	0	21	6	36	1	0	0	0	106
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea stewartii	1	1	0	0	0	0	0	0	0	0	8	0	0	0	23	55	0	3	0	2	0	0	0	12	105
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Eubacteriales_Incertae_sedis;Natranaerovirga;Natranaerovirga pectinivora	0	0	0	0	63	0	0	9	0	2	0	0	0	3	0	0	0	3	5	0	20	0	0	0	105
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Orbales;Orbaceae;Frischella;Frischella japonica	0	0	0	1	0	0	0	5	0	9	0	0	0	0	0	0	0	0	1	73	3	0	0	12	104
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Falcatimonas;Falcatimonas natans	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	100	1	0	0	0	0	102
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus caccae	0	0	0	0	0	0	0	0	0	0	1	0	0	18	0	0	0	76	0	6	0	0	0	0	101
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum faecicola	0	0	0	0	2	0	0	0	6	0	0	0	1	0	0	0	0	2	4	13	69	0	0	0	97
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus malodoratus	0	0	0	0	0	0	0	0	0	0	13	0	7	1	7	1	0	64	0	2	1	0	0	0	96
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfofabaceae;Desulfofaba;Desulfofaba gelida	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	1	0	0	1	12	4	0	0	0	93
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	1	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	10	91
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Granulicatella;Granulicatella balaenopterae	0	5	0	0	0	0	0	0	2	4	1	10	4	0	2	1	0	8	51	1	2	0	0	0	91
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Ligaoa;Ligaoa zhengdingensis	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	61	22	1	0	0	0	90
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus silesiacus	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	66	0	3	0	0	0	0	90
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter chuandaensis	0	11	0	0	0	2	7	0	0	6	0	0	0	0	0	0	0	2	0	28	1	0	0	32	89
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia fergusonii	0	0	0	0	0	0	0	72	0	8	0	0	0	0	0	0	0	0	1	3	0	0	0	0	84
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Friedmanniella;Friedmanniella luteola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	84
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Erwinia;Erwinia tasmaniensis	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	6	80
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	24	0	0	0	80
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Vagococcus;Vagococcus acidifermentans	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Beijerinckia;Beijerinckia mobilis	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	76	0	0	0	0	0	79
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium indicum	0	0	0	0	59	0	0	0	1	1	0	0	0	0	0	0	0	0	0	18	0	0	0	0	79
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Lacrimispora;Lacrimispora amygdalina	0	0	0	0	54	0	0	0	1	2	0	0	0	0	0	0	0	0	0	22	0	0	0	0	79
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacter;Enterobacter hormaechei	0	1	0	0	0	0	54	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	11	77
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea septica	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	21	0	29	22	0	0	0	75
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus ureilyticus	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	10	0	58	0	0	0	0	74
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiglans;Desulfatiglans anilini	0	0	0	0	65	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	73
Bacteria;Bacteria_none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Bartonellaceae;Bartonella;Bartonella apis	0	0	0	0	0	0	0	1	8	0	20	0	0	40	0	0	3	0	0	0	0	0	0	1	73
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus formosensis	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	3	0	5	50	0	0	0	0	0	72
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;[Curtobacterium] plantarum	0	0	0	0	0	0	1	0	0	5	0	0	3	1	3	0	0	30	0	14	2	0	0	12	71
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Caecibacterium;Caecibacterium sporoformans	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	53	3	0	0	0	70
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;Pantoea coffeiphila	0	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	0	20	0	30	11	0	0	0	69
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Synechococcales;Synechococcaceae;Synechococcus;Synechococcus rubescens	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	66	0	0	0	0	0	68
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus hauseri	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Marasmitruncus;Marasmitruncus massiliensis	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	29	0	0	0	68
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Anaerotignum;Anaerotignum propionicum	0	0	0	0	2	0	0	5	0	2	0	0	0	5	0	0	0	12	23	6	13	0	0	0	68
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus carouselicus	0	2	0	0	0	0	0	0	0	2	0	6	0	4	2	1	0	8	40	1	0	0	0	1	67
Bacteria;Bacteria_none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Schnuerera;Schnuerera ultunensis	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67
Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus;Enterococcus alishanensis	0	0	0	0	0	0	1	3	13	3	0	0	1	3	0	0	0	0	0	6	1	0	0	34	65
Bacteria;Bacteria_none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Synechococcales;Trichocoleusaceae;Trichocoleus;Trichocoleus desertorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1	65
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Providencia;Providencia rettgeri	0	0	0	0	0	0	2	7	8	1	0	0	0	32	0	0	0	1	0	7	5	0	0	2	65
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Pluralibacter;Pluralibacter gergoviae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	63
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter gillenii	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella;Christensenella hongkongensis	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	48	1	12	0	0	0	63
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus hajekii	0	0	0	0	0	0	0	0	0	2	0	10	0	2	0	0	0	6	41	1	0	0	0	0	62
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia albertii	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62
